t,L,S,E,I_S,I_A,H,R,D,V,J,u_L,u_V,lockdownFlux,Doses
27.9225,0.11333,0.408388,0.0776908,0.00644933,0.0805231,2.47E-03,0.304187,0.000914751,0.00604613,0.00677542,4.81E-05,0.00016567,4.54E+02,5.63E+02
28.105,0.111977,0.40745,0.0774933,0.00644154,0.0805011,2.47E-03,0.306675,0.00092258,0.0060708,0.00683319,4.77E-05,0.000167228,4.48E+02,5.63E+02
28.2875,0.11064,0.40651,0.0772911,0.00643331,0.0804736,2.47E-03,0.309158,0.000930405,0.00609532,0.00689093,4.72E-05,0.000168814,4.43E+02,5.63E+02
28.47,0.109319,0.405568,0.0770842,0.00642464,0.0804405,2.47E-03,0.311638,0.000938225,0.0061197,0.00694862,4.68E-05,0.000170428,4.38E+02,5.63E+02
28.6525,0.108015,0.404626,0.0768728,0.00641554,0.080402,2.47E-03,0.314114,0.000946039,0.00614395,0.00700628,4.63E-05,0.000172071,4.33E+02,5.64E+02
28.835,0.106726,0.403682,0.0766568,0.00640601,0.080358,2.46E-03,0.316586,0.000953848,0.00616807,0.0070639,4.59E-05,0.000173743,4.27E+02,5.64E+02
29.0175,0.105453,0.402737,0.0764364,0.00639605,0.0803086,2.46E-03,0.319054,0.00096165,0.00619206,0.00712146,4.55E-05,0.000175444,4.22E+02,5.64E+02
29.2,0.104196,0.401792,0.0762117,0.00638568,0.0802538,2.46E-03,0.321517,0.000969445,0.00621594,0.00717897,4.50E-05,0.000177174,4.17E+02,5.64E+02
29.3825,0.102954,0.400846,0.0759826,0.00637488,0.0801936,2.46E-03,0.323976,0.000977232,0.00623969,0.00723642,4.46E-05,0.000178934,4.12E+02,5.64E+02
29.565,0.101727,0.399901,0.0757494,0.00636367,0.080128,2.45E-03,0.326429,0.000985011,0.00626333,0.00729382,4.41E-05,0.000180723,4.07E+02,5.64E+02
29.7475,0.100515,0.398955,0.075512,0.00635204,0.0800572,2.45E-03,0.328878,0.000992782,0.00628687,0.00735114,4.37E-05,0.000182543,4.02E+02,5.65E+02
29.93,0.0993184,0.398009,0.0752705,0.00634001,0.079981,2.45E-03,0.331321,0.00100054,0.0063103,0.0074084,4.32E-05,0.000184393,3.98E+02,5.65E+02
30.1125,0.0981364,0.397065,0.075025,0.00632758,0.0798996,2.45E-03,0.333759,0.0010083,0.00633362,0.00746559,4.28E-05,0.000186273,3.93E+02,5.65E+02
30.295,0.096969,0.396121,0.0747756,0.00631475,0.079813,2.44E-03,0.336192,0.00101604,0.00635686,0.0075227,4.24E-05,0.000188185,3.88E+02,5.65E+02
30.4775,0.095816,0.395178,0.0745224,0.00630152,0.0797212,2.44E-03,0.338619,0.00102377,0.00638,0.00757973,4.19E-05,0.000190127,3.84E+02,5.65E+02
30.66,0.0946774,0.394236,0.0742654,0.00628791,0.0796243,2.44E-03,0.341039,0.00103149,0.00640305,0.00763667,4.15E-05,0.000192101,3.79E+02,5.65E+02
30.8425,0.0935529,0.393295,0.0740047,0.00627391,0.0795223,2.43E-03,0.343454,0.0010392,0.00642602,0.00769353,4.11E-05,0.000194106,3.75E+02,5.66E+02
31.025,0.0924423,0.392356,0.0737404,0.00625953,0.0794153,2.43E-03,0.345863,0.00104689,0.00644891,0.00775029,4.06E-05,0.000196143,3.70E+02,5.66E+02
31.2075,0.0913456,0.391419,0.0734726,0.00624477,0.0793032,2.42E-03,0.348265,0.00105458,0.00647173,0.00780696,4.02E-05,0.000198212,3.66E+02,5.66E+02
31.39,0.0902626,0.390484,0.0732013,0.00622964,0.0791861,2.42E-03,0.35066,0.00106225,0.00649447,0.00786353,3.98E-05,0.000200313,3.61E+02,5.66E+02
31.5725,0.089193,0.38955,0.0729266,0.00621414,0.0790641,2.42E-03,0.353049,0.0010699,0.00651715,0.00792,3.94E-05,0.000202446,3.57E+02,5.66E+02
31.755,0.0881369,0.38862,0.0726486,0.00619829,0.0789373,2.41E-03,0.355431,0.00107755,0.00653977,0.00797637,3.89E-05,0.000204612,3.53E+02,5.67E+02
31.9375,0.0870939,0.387691,0.0723674,0.00618207,0.0788055,2.41E-03,0.357806,0.00108517,0.00656233,0.00803262,3.85E-05,0.00020681,3.49E+02,5.67E+02
32.12,0.0860641,0.386766,0.0720831,0.00616551,0.078669,2.40E-03,0.360174,0.00109279,0.00658483,0.00808876,3.81E-05,0.000209042,3.45E+02,5.67E+02
32.3025,0.0850471,0.385843,0.0717957,0.0061486,0.0785278,2.40E-03,0.362534,0.00110038,0.00660729,0.00814478,3.77E-05,0.000211307,3.41E+02,5.67E+02
32.485,0.0840429,0.384923,0.0715053,0.00613135,0.0783819,2.39E-03,0.364886,0.00110796,0.00662971,0.00820069,3.73E-05,0.000213605,3.36E+02,5.67E+02
32.6675,0.0830514,0.384006,0.071212,0.00611376,0.0782313,2.39E-03,0.367231,0.00111553,0.00665208,0.00825647,3.69E-05,0.000215936,3.33E+02,5.68E+02
32.85,0.0820723,0.383093,0.0709159,0.00609585,0.0780761,2.38E-03,0.369568,0.00112307,0.00667442,0.00831212,3.64E-05,0.000218302,3.29E+02,5.68E+02
33.0325,0.0811056,0.382183,0.070617,0.0060776,0.0779164,2.38E-03,0.371898,0.0011306,0.00669672,0.00836765,3.60E-05,0.000220701,3.25E+02,5.68E+02
33.215,0.0801511,0.381277,0.0703154,0.00605904,0.0777522,2.37E-03,0.374218,0.00113812,0.006719,0.00842304,3.56E-05,0.000223134,3.21E+02,5.68E+02
33.3975,0.0792086,0.380374,0.0700113,0.00604017,0.0775836,2.36E-03,0.376531,0.00114561,0.00674126,0.00847829,3.52E-05,0.000225601,3.17E+02,5.69E+02
33.58,0.078278,0.379476,0.0697046,0.00602099,0.0774106,2.36E-03,0.378835,0.00115308,0.0067635,0.00853341,3.48E-05,0.000228103,3.13E+02,5.69E+02
33.7625,0.0773592,0.378581,0.0693955,0.0060015,0.0772332,2.35E-03,0.381131,0.00116054,0.00678572,0.00858838,3.44E-05,0.000230639,3.10E+02,5.69E+02
33.945,0.0764521,0.377691,0.069084,0.00598172,0.0770516,2.35E-03,0.383418,0.00116798,0.00680794,0.00864321,3.40E-05,0.00023321,3.06E+02,5.69E+02
34.1275,0.0755564,0.376805,0.0687703,0.00596164,0.0768658,2.34E-03,0.385696,0.00117539,0.00683015,0.00869788,3.36E-05,0.000235815,3.02E+02,5.70E+02
34.31,0.0746721,0.375923,0.0684543,0.00594128,0.0766758,2.33E-03,0.387965,0.00118279,0.00685236,0.00875241,3.32E-05,0.000238455,2.99E+02,5.70E+02
34.4925,0.073799,0.375046,0.0681362,0.00592064,0.0764817,2.33E-03,0.390225,0.00119016,0.00687457,0.00880678,3.28E-05,0.00024113,2.95E+02,5.70E+02
34.675,0.072937,0.374174,0.067816,0.00589973,0.0762836,2.32E-03,0.392475,0.00119752,0.00689678,0.008861,3.25E-05,0.00024384,2.92E+02,5.70E+02
34.8575,0.072086,0.373306,0.0674939,0.00587854,0.0760815,2.31E-03,0.394717,0.00120485,0.00691901,0.00891505,3.21E-05,0.000246585,2.89E+02,5.71E+02
35.04,0.0712458,0.372444,0.0671698,0.0058571,0.0758755,2.31E-03,0.396948,0.00121216,0.00694126,0.00896894,3.17E-05,0.000249365,2.85E+02,5.71E+02
35.2225,0.0704162,0.371586,0.066844,0.00583539,0.0756656,2.30E-03,0.399171,0.00121945,0.00696352,0.00902266,3.13E-05,0.000252181,2.82E+02,5.71E+02
35.405,0.0695973,0.370733,0.0665163,0.00581344,0.075452,2.29E-03,0.401383,0.00122671,0.00698581,0.00907622,3.09E-05,0.000255032,2.79E+02,5.72E+02
35.5875,0.0687888,0.369886,0.066187,0.00579124,0.0752346,2.29E-03,0.403585,0.00123395,0.00700813,0.0091296,3.06E-05,0.000257918,2.75E+02,5.72E+02
35.77,0.0679905,0.369044,0.0658561,0.0057688,0.0750135,2.28E-03,0.405778,0.00124117,0.00703048,0.00918281,3.02E-05,0.000260839,2.72E+02,5.72E+02
35.9525,0.0672025,0.368208,0.0655236,0.00574612,0.0747888,2.27E-03,0.40796,0.00124836,0.00705287,0.00923584,2.98E-05,0.000263796,2.69E+02,5.72E+02
36.135,0.0664245,0.367377,0.0651897,0.00572322,0.0745605,2.26E-03,0.410132,0.00125554,0.00707529,0.0092887,2.94E-05,0.000266788,2.66E+02,5.73E+02
36.3175,0.0656564,0.366551,0.0648544,0.0057001,0.0743288,2.26E-03,0.412294,0.00126268,0.00709776,0.00934137,2.91E-05,0.000269816,2.63E+02,5.73E+02
36.5,0.0648982,0.365732,0.0645177,0.00567676,0.0740936,2.25E-03,0.414445,0.0012698,0.00712028,0.00939386,2.87E-05,0.000272879,2.60E+02,5.73E+02
36.6825,0.0641496,0.364918,0.0641798,0.00565321,0.0738551,2.24E-03,0.416586,0.0012769,0.00714286,0.00944616,2.84E-05,0.000275978,2.57E+02,5.74E+02
36.865,0.0634106,0.36411,0.0638408,0.00562945,0.0736132,2.23E-03,0.418716,0.00128397,0.00716549,0.00949827,2.80E-05,0.000279112,2.54E+02,5.74E+02
37.0475,0.062681,0.363307,0.0635006,0.0056055,0.0733682,2.22E-03,0.420835,0.00129101,0.00718818,0.00955019,2.76E-05,0.000282281,2.51E+02,5.74E+02
37.23,0.0619608,0.362511,0.0631593,0.00558135,0.0731199,2.22E-03,0.422944,0.00129803,0.00721093,0.00960192,2.73E-05,0.000285486,2.48E+02,5.75E+02
37.4125,0.0612498,0.361721,0.0628171,0.00555701,0.0728686,2.21E-03,0.425041,0.00130502,0.00723376,0.00965345,2.69E-05,0.000288725,2.45E+02,5.75E+02
37.595,0.0605478,0.360937,0.062474,0.0055325,0.0726142,2.20E-03,0.427128,0.00131199,0.00725665,0.00970479,2.66E-05,0.000292001,2.42E+02,5.75E+02
37.7775,0.0598548,0.36016,0.06213,0.00550781,0.0723568,2.19E-03,0.429203,0.00131893,0.00727962,0.00975592,2.63E-05,0.000295311,2.40E+02,5.75E+02
37.96,0.0591707,0.359388,0.0617853,0.00548294,0.0720966,2.18E-03,0.431267,0.00132584,0.00730268,0.00980686,2.59E-05,0.000298656,2.37E+02,5.76E+02
38.1425,0.0584954,0.358623,0.0614398,0.00545792,0.0718334,2.17E-03,0.43332,0.00133272,0.00732581,0.00985759,2.56E-05,0.000302036,2.34E+02,5.76E+02
38.325,0.0578287,0.357864,0.0610937,0.00543273,0.0715675,2.16E-03,0.435361,0.00133958,0.00734904,0.00990811,2.52E-05,0.000305452,2.31E+02,5.77E+02
38.5075,0.0571705,0.357112,0.060747,0.00540739,0.0712989,2.16E-03,0.437391,0.00134641,0.00737235,0.00995843,2.49E-05,0.000308901,2.29E+02,5.77E+02
38.69,0.0565207,0.356366,0.0603997,0.00538191,0.0710276,2.15E-03,0.439409,0.00135321,0.00739577,0.0100085,2.46E-05,0.000312386,2.26E+02,5.77E+02
38.8725,0.0558792,0.355627,0.060052,0.00535628,0.0707537,2.14E-03,0.441416,0.00135998,0.00741928,0.0100584,2.43E-05,0.000315905,2.24E+02,5.78E+02
39.055,0.0552459,0.354894,0.0597039,0.00533052,0.0704773,2.13E-03,0.443411,0.00136672,0.00744289,0.0101081,2.39E-05,0.000319458,2.21E+02,5.78E+02
39.2375,0.0546208,0.354168,0.0593554,0.00530462,0.0701984,2.12E-03,0.445394,0.00137343,0.00746661,0.0101576,2.36E-05,0.000323045,2.19E+02,5.78E+02
39.42,0.0540036,0.353449,0.0590067,0.0052786,0.0699172,2.11E-03,0.447365,0.00138012,0.00749044,0.0102068,2.33E-05,0.000326667,2.16E+02,5.79E+02
39.6025,0.0533943,0.352736,0.0586577,0.00525246,0.0696336,2.10E-03,0.449325,0.00138677,0.00751438,0.0102559,2.30E-05,0.000330322,2.14E+02,5.79E+02
39.785,0.0527928,0.352031,0.0583086,0.0052262,0.0693477,2.09E-03,0.451272,0.0013934,0.00753844,0.0103047,2.27E-05,0.000334011,2.11E+02,5.79E+02
39.9675,0.0521989,0.351332,0.0579593,0.00519984,0.0690596,2.08E-03,0.453207,0.00139999,0.00756261,0.0103533,2.24E-05,0.000337733,2.09E+02,5.80E+02
40.15,0.0516127,0.350639,0.0576099,0.00517337,0.0687694,2.07E-03,0.45513,0.00140656,0.00758692,0.0104017,2.20E-05,0.000341488,2.07E+02,5.80E+02
40.3325,0.0510339,0.349954,0.0572606,0.00514681,0.0684771,2.06E-03,0.457041,0.00141309,0.00761135,0.0104498,2.17E-05,0.000345277,2.04E+02,5.80E+02
40.515,0.0504625,0.349276,0.0569113,0.00512015,0.0681828,2.05E-03,0.45894,0.0014196,0.00763591,0.0104978,2.14E-05,0.000349098,2.02E+02,5.81E+02
40.6975,0.0498984,0.348604,0.0565621,0.0050934,0.0678865,2.04E-03,0.460826,0.00142607,0.0076606,0.0105455,2.11E-05,0.000352952,2.00E+02,5.81E+02
40.88,0.0493415,0.347939,0.056213,0.00506656,0.0675884,2.03E-03,0.4627,0.00143251,0.00768543,0.0105929,2.08E-05,0.000356838,1.97E+02,5.82E+02
41.0625,0.0487917,0.347282,0.0558642,0.00503966,0.0672884,2.02E-03,0.464562,0.00143893,0.0077104,0.0106402,2.06E-05,0.000360756,1.95E+02,5.82E+02
41.245,0.0482489,0.346631,0.0555155,0.00501267,0.0669866,2.01E-03,0.466411,0.00144531,0.00773552,0.0106872,2.03E-05,0.000364705,1.93E+02,5.82E+02
41.4275,0.047713,0.345987,0.0551672,0.00498562,0.0666832,2.00E-03,0.468248,0.00145166,0.00776078,0.010734,2.00E-05,0.000368687,1.91E+02,5.83E+02
41.61,0.0471839,0.345351,0.0548192,0.00495851,0.0663781,1.99E-03,0.470072,0.00145798,0.00778619,0.0107805,1.97E-05,0.000372699,1.89E+02,5.83E+02
41.7925,0.0466616,0.344721,0.0544717,0.00493133,0.0660714,1.98E-03,0.471883,0.00146427,0.00781176,0.0108269,1.94E-05,0.000376742,1.87E+02,5.84E+02
41.975,0.0461458,0.344098,0.0541245,0.00490411,0.0657632,1.97E-03,0.473682,0.00147052,0.00783748,0.0108729,1.91E-05,0.000380816,1.85E+02,5.84E+02
42.1575,0.0456367,0.343483,0.0537778,0.00487683,0.0654535,1.96E-03,0.475468,0.00147675,0.00786336,0.0109188,1.89E-05,0.00038492,1.83E+02,5.84E+02
42.34,0.045134,0.342874,0.0534317,0.00484951,0.0651424,1.95E-03,0.477242,0.00148294,0.0078894,0.0109644,1.86E-05,0.000389054,1.81E+02,5.85E+02
42.5225,0.0446376,0.342273,0.0530861,0.00482215,0.06483,1.94E-03,0.479003,0.0014891,0.00791561,0.0110098,1.83E-05,0.000393217,1.79E+02,5.85E+02
42.705,0.0441476,0.341678,0.0527412,0.00479476,0.0645163,1.93E-03,0.480751,0.00149523,0.00794199,0.011055,1.81E-05,0.00039741,1.77E+02,5.86E+02
42.8875,0.0436638,0.341091,0.0523968,0.00476733,0.0642014,1.92E-03,0.482486,0.00150132,0.00796853,0.0110999,1.78E-05,0.000401632,1.75E+02,5.86E+02
43.07,0.0431861,0.340511,0.0520532,0.00473988,0.0638853,1.91E-03,0.484209,0.00150739,0.00799525,0.0111445,1.75E-05,0.000405882,1.73E+02,5.86E+02
43.2525,0.0427144,0.339938,0.0517103,0.00471241,0.0635681,1.90E-03,0.485918,0.00151342,0.00802215,0.011189,1.73E-05,0.000410161,1.71E+02,5.87E+02
43.435,0.0422487,0.339372,0.0513682,0.00468492,0.0632499,1.89E-03,0.487615,0.00151942,0.00804923,0.0112332,1.70E-05,0.000414467,1.69E+02,5.87E+02
43.6175,0.0417888,0.338813,0.0510269,0.00465742,0.0629306,1.88E-03,0.489299,0.00152538,0.00807649,0.0112771,1.68E-05,0.000418801,1.67E+02,5.88E+02
43.8,0.0413348,0.338261,0.0506864,0.0046299,0.0626104,1.87E-03,0.49097,0.00153132,0.00810393,0.0113208,1.65E-05,0.000423162,1.65E+02,5.88E+02
43.9825,0.0408865,0.337716,0.0503469,0.00460239,0.0622893,1.86E-03,0.492628,0.00153722,0.00813156,0.0113643,1.63E-05,0.00042755,1.64E+02,5.89E+02
44.165,0.0404438,0.337179,0.0500082,0.00457487,0.0619674,1.85E-03,0.494273,0.00154309,0.00815938,0.0114075,1.60E-05,0.000431964,1.62E+02,5.89E+02
44.3475,0.0400067,0.336648,0.0496705,0.00454735,0.0616447,1.84E-03,0.495905,0.00154892,0.00818739,0.0114505,1.58E-05,0.000436404,1.60E+02,5.89E+02
44.53,0.0395751,0.336124,0.0493337,0.00451985,0.0613213,1.83E-03,0.497525,0.00155473,0.0082156,0.0114933,1.55E-05,0.00044087,1.58E+02,5.90E+02
44.7125,0.0391489,0.335608,0.048998,0.00449235,0.0609972,1.82E-03,0.499131,0.0015605,0.00824401,0.0115358,1.53E-05,0.000445361,1.57E+02,5.90E+02
44.895,0.0387281,0.335098,0.0486633,0.00446487,0.0606725,1.81E-03,0.500724,0.00156624,0.00827262,0.011578,1.51E-05,0.000449876,1.55E+02,5.91E+02
45.0775,0.0383125,0.334596,0.0483297,0.0044374,0.0603472,1.80E-03,0.502304,0.00157194,0.00830142,0.0116201,1.48E-05,0.000454416,1.53E+02,5.91E+02
45.26,0.0379022,0.3341,0.0479972,0.00440996,0.0600214,1.79E-03,0.503872,0.00157761,0.00833044,0.0116618,1.46E-05,0.00045898,1.52E+02,5.92E+02
45.4425,0.0374969,0.333612,0.0476659,0.00438254,0.0596951,1.78E-03,0.505426,0.00158325,0.00835966,0.0117034,1.44E-05,0.000463567,1.50E+02,5.92E+02
45.625,0.0370968,0.33313,0.0473357,0.00435516,0.0593684,1.77E-03,0.506967,0.00158886,0.00838909,0.0117447,1.42E-05,0.000468178,1.48E+02,5.93E+02
45.8075,0.0367016,0.332656,0.0470067,0.0043278,0.0590414,1.76E-03,0.508496,0.00159443,0.00841873,0.0117857,1.39E-05,0.000472811,1.47E+02,5.93E+02
45.99,0.0363113,0.332188,0.0466789,0.00430048,0.058714,1.75E-03,0.510011,0.00159997,0.00844859,0.0118265,1.37E-05,0.000477466,1.45E+02,5.94E+02
46.1725,0.0359259,0.331727,0.0463524,0.00427321,0.0583864,1.74E-03,0.511513,0.00160548,0.00847866,0.0118671,1.35E-05,0.000482143,1.44E+02,5.94E+02
46.355,0.0355453,0.331274,0.0460271,0.00424597,0.0580585,1.73E-03,0.513003,0.00161095,0.00850896,0.0119074,1.33E-05,0.000486842,1.42E+02,5.94E+02
46.5375,0.0351694,0.330827,0.0457032,0.00421878,0.0577304,1.72E-03,0.514479,0.00161639,0.00853947,0.0119475,1.31E-05,0.000491562,1.41E+02,5.95E+02
46.72,0.0347982,0.330387,0.0453805,0.00419164,0.0574022,1.71E-03,0.515943,0.0016218,0.0085702,0.0119873,1.29E-05,0.000496302,1.39E+02,5.95E+02
46.9025,0.0344315,0.329953,0.0450592,0.00416455,0.057074,1.70E-03,0.517393,0.00162717,0.00860116,0.0120269,1.27E-05,0.000501062,1.38E+02,5.96E+02
47.085,0.0340695,0.329527,0.0447392,0.00413751,0.0567457,1.69E-03,0.518831,0.00163252,0.00863235,0.0120662,1.25E-05,0.000505841,1.36E+02,5.96E+02
47.2675,0.0337118,0.329108,0.0444207,0.00411054,0.0564173,1.68E-03,0.520256,0.00163782,0.00866377,0.0121053,1.23E-05,0.00051064,1.35E+02,5.97E+02
47.45,0.0333586,0.328695,0.0441035,0.00408362,0.0560891,0.00166592,0.521667,0.0016431,0.00869541,0.0121442,1.21E-05,0.000515458,1.33E+02,5.97E+02
47.6325,0.0330098,0.328289,0.0437878,0.00405677,0.0557609,0.00165556,0.523066,0.00164834,0.00872729,0.0121828,1.19E-05,0.000520294,1.32E+02,5.98E+02
47.815,0.0326652,0.327889,0.0434734,0.00402999,0.0554328,0.00164521,0.524452,0.00165355,0.00875941,0.0122212,1.17E-05,0.000525148,1.31E+02,5.98E+02
47.9975,0.0323249,0.327497,0.0431606,0.00400327,0.0551049,0.00163488,0.525826,0.00165873,0.00879176,0.0122593,1.15E-05,0.00053002,1.29E+02,5.99E+02
48.18,0.0319887,0.327111,0.0428492,0.00397662,0.0547772,0.00162456,0.527186,0.00166388,0.00882435,0.0122972,1.13E-05,0.000534908,1.28E+02,5.99E+02
48.3625,0.0316567,0.326732,0.0425394,0.00395005,0.0544498,0.00161425,0.528534,0.00166899,0.00885718,0.0123349,1.11E-05,0.000539813,1.27E+02,6.00E+02
48.545,0.0313287,0.326359,0.042231,0.00392356,0.0541226,0.00160397,0.529868,0.00167407,0.00889025,0.0123723,1.09E-05,0.000544735,1.25E+02,6.00E+02
48.7275,0.0310047,0.325993,0.0419242,0.00389715,0.0537958,0.0015937,0.53119,0.00167912,0.00892356,0.0124095,1.08E-05,0.000549672,1.24E+02,6.01E+02
48.91,0.0306847,0.325633,0.0416189,0.00387081,0.0534694,0.00158345,0.5325,0.00168413,0.00895712,0.0124464,1.06E-05,0.000554624,1.23E+02,6.01E+02
49.0925,0.0303686,0.32528,0.0413151,0.00384456,0.0531433,0.00157322,0.533796,0.00168912,0.00899093,0.0124831,1.04E-05,0.000559592,1.22E+02,6.02E+02
49.275,0.0300563,0.324934,0.041013,0.0038184,0.0528177,0.00156301,0.53508,0.00169407,0.00902499,0.0125196,1.02E-05,0.000564573,1.20E+02,6.02E+02
49.4575,0.0297478,0.324594,0.0407124,0.00379233,0.0524925,0.00155282,0.536352,0.00169898,0.00905929,0.0125558,1.01E-05,0.000569569,1.19E+02,6.03E+02
49.64,0.0294431,0.32426,0.0404134,0.00376634,0.0521679,0.00154266,0.53761,0.00170387,0.00909385,0.0125918,9.88E-06,0.000574578,1.18E+02,6.03E+02
49.8225,0.0291421,0.323933,0.040116,0.00374045,0.0518438,0.00153252,0.538857,0.00170872,0.00912866,0.0126275,9.72E-06,0.000579601,1.17E+02,6.04E+02
50.005,0.0288447,0.323612,0.0398202,0.00371465,0.0515203,0.00152241,0.54009,0.00171354,0.00916373,0.0126631,9.55E-06,0.000584636,1.15E+02,6.04E+02
50.1875,0.0285508,0.323297,0.0395261,0.00368895,0.0511974,0.00151232,0.541311,0.00171833,0.00919905,0.0126983,9.39E-06,0.000589684,1.14E+02,6.05E+02
50.37,0.0282606,0.322989,0.0392336,0.00366335,0.0508751,0.00150226,0.54252,0.00172309,0.00923463,0.0127334,9.23E-06,0.000594744,1.13E+02,6.05E+02
50.5525,0.0279738,0.322687,0.0389427,0.00363784,0.0505535,0.00149223,0.543716,0.00172782,0.00927047,0.0127682,9.07E-06,0.000599815,1.12E+02,6.06E+02
50.735,0.0276904,0.322391,0.0386535,0.00361244,0.0502326,0.00148223,0.5449,0.00173251,0.00930657,0.0128028,8.91E-06,0.000604898,1.11E+02,6.06E+02
50.9175,0.0274105,0.322102,0.0383659,0.00358714,0.0499124,0.00147226,0.546071,0.00173717,0.00934293,0.0128371,8.76E-06,0.000609991,1.10E+02,6.07E+02
51.1,0.0271339,0.321818,0.0380801,0.00356195,0.049593,0.00146232,0.547231,0.00174181,0.00937956,0.0128712,8.61E-06,0.000615094,1.09E+02,6.07E+02
51.2825,0.0268606,0.321541,0.0377959,0.00353686,0.0492744,0.00145242,0.548377,0.0017464,0.00941645,0.0129051,8.46E-06,0.000620208,1.07E+02,6.08E+02
51.465,0.0265906,0.32127,0.0375134,0.00351189,0.0489566,0.00144254,0.549512,0.00175097,0.00945361,0.0129387,8.31E-06,0.000625331,1.06E+02,6.08E+02
51.6475,0.0263238,0.321005,0.0372325,0.00348702,0.0486397,0.0014327,0.550635,0.00175551,0.00949103,0.0129722,8.16E-06,0.000630463,1.05E+02,6.09E+02
51.83,0.0260602,0.320746,0.0369534,0.00346226,0.0483236,0.0014229,0.551745,0.00176002,0.00952872,0.0130053,8.02E-06,0.000635604,1.04E+02,6.09E+02
52.0125,0.0257997,0.320493,0.036676,0.00343762,0.0480084,0.00141313,0.552843,0.00176449,0.00956669,0.0130383,7.88E-06,0.000640753,1.03E+02,6.10E+02
52.195,0.0255423,0.320245,0.0364003,0.00341309,0.0476942,0.00140339,0.553929,0.00176894,0.00960492,0.013071,7.73E-06,0.000645911,1.02E+02,6.10E+02
52.3775,0.0252879,0.320004,0.0361263,0.00338868,0.0473809,0.00139369,0.555003,0.00177335,0.00964343,0.0131036,7.60E-06,0.000651076,1.01E+02,6.11E+02
52.56,0.0250365,0.319769,0.035854,0.00336438,0.0470686,0.00138403,0.556066,0.00177773,0.0096822,0.0131358,7.46E-06,0.000656248,1.00E+02,6.11E+02
52.7425,0.0247882,0.319539,0.0355834,0.0033402,0.0467573,0.00137441,0.557116,0.00178209,0.00972126,0.0131679,7.33E-06,0.000661427,9.92E+01,6.12E+02
52.925,0.0245427,0.319315,0.0353146,0.00331614,0.046447,0.00136482,0.558154,0.00178641,0.00976059,0.0131997,7.19E-06,0.000666613,9.82E+01,6.12E+02
53.1075,0.0243001,0.319097,0.0350475,0.00329219,0.0461377,0.00135528,0.559181,0.0017907,0.00980019,0.0132314,7.06E-06,0.000671806,9.72E+01,6.13E+02
53.29,0.0240604,0.318885,0.0347821,0.00326837,0.0458296,0.00134577,0.560196,0.00179496,0.00984008,0.0132627,6.93E-06,0.000677004,9.63E+01,6.13E+02
53.4725,0.0238234,0.318678,0.0345184,0.00324468,0.0455225,0.00133631,0.561199,0.00179919,0.00988024,0.0132939,6.81E-06,0.000682207,9.53E+01,6.14E+02
53.655,0.0235893,0.318477,0.0342565,0.0032211,0.0452165,0.00132688,0.56219,0.0018034,0.00992068,0.0133249,6.68E-06,0.000687416,9.44E+01,6.14E+02
53.8375,0.0233578,0.318282,0.0339963,0.00319765,0.0449116,0.0013175,0.56317,0.00180757,0.0099614,0.0133556,6.56E-06,0.00069263,9.34E+01,6.15E+02
54.02,0.0231291,0.318092,0.0337378,0.00317432,0.0446079,0.00130816,0.564138,0.00181171,0.0100024,0.0133861,6.44E-06,0.000697848,9.25E+01,6.15E+02
54.2025,0.022903,0.317908,0.0334811,0.00315112,0.0443054,0.00129886,0.565095,0.00181582,0.0100437,0.0134164,6.32E-06,0.000703071,9.16E+01,6.16E+02
54.385,0.0226796,0.317729,0.0332261,0.00312805,0.0440041,0.00128961,0.56604,0.00181991,0.0100853,0.0134465,6.20E-06,0.000708297,9.07E+01,6.16E+02
54.5675,0.0224587,0.317556,0.0329728,0.0031051,0.0437039,0.0012804,0.566974,0.00182396,0.0101271,0.0134764,6.08E-06,0.000713528,8.98E+01,6.17E+02
54.75,0.0222404,0.317388,0.0327212,0.00308228,0.043405,0.00127123,0.567897,0.00182799,0.0101693,0.013506,5.97E-06,0.000718761,8.90E+01,6.17E+02
54.9325,0.0220246,0.317225,0.0324714,0.00305959,0.0431073,0.00126211,0.568808,0.00183199,0.0102117,0.0135355,5.86E-06,0.000723997,8.81E+01,6.18E+02
55.115,0.0218113,0.317068,0.0322233,0.00303702,0.0428109,0.00125303,0.569708,0.00183595,0.0102544,0.0135647,5.75E-06,0.000729236,8.73E+01,6.18E+02
55.2975,0.0216004,0.316916,0.031977,0.00301459,0.0425157,0.001244,0.570597,0.00183989,0.0102974,0.0135937,5.64E-06,0.000734478,8.64E+01,6.19E+02
55.48,0.021392,0.316769,0.0317323,0.00299229,0.0422219,0.00123501,0.571475,0.0018438,0.0103407,0.0136225,5.53E-06,0.000739721,8.56E+01,6.19E+02
55.6625,0.0211859,0.316628,0.0314894,0.00297012,0.0419293,0.00122607,0.572341,0.00184769,0.0103843,0.0136511,5.42E-06,0.000744967,8.48E+01,6.20E+02
55.845,0.0209822,0.316491,0.0312482,0.00294808,0.041638,0.00121718,0.573197,0.00185154,0.0104282,0.0136795,5.32E-06,0.000750214,8.39E+01,6.20E+02
56.0275,0.0207809,0.31636,0.0310087,0.00292617,0.0413481,0.00120833,0.574042,0.00185537,0.0104723,0.0137077,5.21E-06,0.000755462,8.31E+01,6.21E+02
