"t","L","S","E","I_S","I_A","H","R","D","V","J","u_L","u_V"
"32.12","0.100677","0.333432","0.0502144","0.00443555","0.0580967","0.00176024","0.305835","0.000931684","0.144618","0.00813885","7.50E-05","0.00978893"
"32.3025","0.0996598","0.332734","0.0499434","0.0044163","0.057898","0.00175365","0.307533","0.00093724","0.145125","0.00818417","7.27E-05","0.00974652"
"32.485","0.0986542","0.332042","0.0496715","0.00439691","0.0576969","0.001747","0.309221","0.000942775","0.145628","0.00822929","7.06E-05","0.00970423"
"32.6675","0.0976598","0.331354","0.049399","0.00437738","0.0574934","0.00174028","0.310901","0.000948289","0.146127","0.00827422","6.84E-05","0.00966208"
"32.85","0.0966764","0.330672","0.0491258","0.00435771","0.0572876","0.00173349","0.312572","0.000953781","0.146622","0.00831895","6.64E-05","0.00962005"
"33.0325","0.095704","0.329995","0.0488519","0.0043379","0.0570795","0.00172663","0.314234","0.000959251","0.147113","0.00836349","6.44E-05","0.00957817"
"33.215","0.0947424","0.329323","0.0485774","0.00431797","0.0568692","0.0017197","0.315886","0.000964699","0.1476","0.00840782","6.24E-05","0.00953642"
"33.3975","0.0937915","0.328656","0.0483024","0.00429792","0.0566567","0.00171271","0.31753","0.000970125","0.148083","0.00845195","6.05E-05","0.00949481"
"33.58","0.0928512","0.327995","0.0480269","0.00427775","0.0564421","0.00170566","0.319165","0.000975529","0.148562","0.00849588","5.86E-05","0.00945334"
"33.7625","0.0919213","0.327339","0.0477509","0.00425746","0.0562254","0.00169855","0.32079","0.00098091","0.149037","0.00853961","5.68E-05","0.00941203"
"33.945","0.0910018","0.326689","0.0474745","0.00423706","0.0560067","0.00169138","0.322406","0.000986268","0.149508","0.00858314","5.50E-05","0.00937086"
"34.1275","0.0900926","0.326044","0.0471978","0.00421655","0.055786","0.00168415","0.324012","0.000991604","0.149975","0.00862646","5.33E-05","0.00932984"
"34.31","0.0891934","0.325405","0.0469208","0.00419594","0.0555633","0.00167686","0.325609","0.000996916","0.150439","0.00866957","5.17E-05","0.00928898"
"34.4925","0.0883042","0.324772","0.0466435","0.00417523","0.0553388","0.00166952","0.327197","0.0010022","0.150898","0.00871248","5.00E-05","0.00924827"
"34.675","0.087425","0.324143","0.046366","0.00415443","0.0551125","0.00166213","0.328775","0.00100747","0.151355","0.00875518","4.85E-05","0.00920772"
"34.8575","0.0865555","0.323521","0.0460883","0.00413354","0.0548844","0.00165469","0.330344","0.00101271","0.151807","0.00879767","4.69E-05","0.00916732"
"35.04","0.0856956","0.322904","0.0458104","0.00411256","0.0546545","0.0016472","0.331903","0.00101793","0.152256","0.00883995","4.55E-05","0.00912709"
"35.2225","0.0848453","0.322293","0.0455325","0.00409149","0.054423","0.00163966","0.333452","0.00102312","0.152701","0.00888201","4.40E-05","0.00908703"
"35.405","0.0840045","0.321688","0.0452545","0.00407035","0.0541898","0.00163207","0.334991","0.00102829","0.153142","0.00892387","4.26E-05","0.00904713"
"35.5875","0.083173","0.321088","0.0449765","0.00404914","0.0539551","0.00162444","0.336521","0.00103344","0.15358","0.00896552","4.13E-05","0.00900739"
"35.77","0.0823507","0.320494","0.0446986","0.00402785","0.0537188","0.00161676","0.338041","0.00103856","0.154014","0.00900695","3.99E-05","0.00896783"
"35.9525","0.0815376","0.319906","0.0444207","0.0040065","0.053481","0.00160904","0.339551","0.00104366","0.154445","0.00904817","3.87E-05","0.00892843"
"36.135","0.0807334","0.319324","0.0441429","0.00398509","0.0532417","0.00160129","0.341051","0.00104873","0.154873","0.00908918","3.74E-05","0.00888921"
"36.3175","0.0799382","0.318748","0.0438653","0.00396361","0.0530011","0.00159349","0.342541","0.00105378","0.155297","0.00912997","3.62E-05","0.00885016"
"36.5","0.0791518","0.318177","0.0435878","0.00394209","0.0527591","0.00158566","0.344021","0.0010588","0.155718","0.00917054","3.51E-05","0.00881129"
"36.6825","0.0783742","0.317612","0.0433106","0.00392051","0.0525159","0.00157779","0.345491","0.0010638","0.156135","0.0092109","3.40E-05","0.00877259"
"36.865","0.0776051","0.317053","0.0430336","0.00389888","0.0522713","0.00156989","0.346951","0.00106877","0.156549","0.00925105","3.29E-05","0.00873407"
"37.0475","0.0768445","0.3165","0.0427569","0.00387721","0.0520256","0.00156195","0.348401","0.00107372","0.15696","0.00929097","3.18E-05","0.00869572"
"37.23","0.0760924","0.315953","0.0424806","0.00385549","0.0517787","0.00155399","0.349841","0.00107864","0.157367","0.00933068","3.08E-05","0.00865756"
"37.4125","0.0753485","0.315412","0.0422046","0.00383374","0.0515307","0.00154599","0.351271","0.00108354","0.157771","0.00937018","2.98E-05","0.00861957"
"37.595","0.0746129","0.314876","0.041929","0.00381196","0.0512816","0.00153797","0.35269","0.00108841","0.158173","0.00940945","2.89E-05","0.00858177"
"37.7775","0.0738854","0.314347","0.0416539","0.00379015","0.0510315","0.00152992","0.354099","0.00109326","0.15857","0.00944851","2.80E-05","0.00854415"
"37.96","0.073166","0.313823","0.0413792","0.00376831","0.0507804","0.00152185","0.355499","0.00109808","0.158965","0.00948734","2.71E-05","0.00850672"
"38.1425","0.0724544","0.313305","0.0411049","0.00374644","0.0505283","0.00151375","0.356888","0.00110287","0.159357","0.00952596","2.62E-05","0.00846947"
"38.325","0.0717507","0.312794","0.0408313","0.00372456","0.0502754","0.00150563","0.358266","0.00110764","0.159746","0.00956436","2.54E-05","0.0084324"
"38.5075","0.0710548","0.312288","0.0405581","0.00370266","0.0500216","0.00149749","0.359635","0.00111239","0.160131","0.00960254","2.46E-05","0.00839552"
"38.69","0.0703665","0.311788","0.0402856","0.00368075","0.049767","0.00148932","0.360993","0.0011171","0.160514","0.0096405","2.39E-05","0.00835882"
"38.8725","0.0696858","0.311294","0.0400136","0.00365883","0.0495117","0.00148114","0.362341","0.0011218","0.160894","0.00967825","2.31E-05","0.00832232"
"39.055","0.0690126","0.310805","0.0397423","0.0036369","0.0492556","0.00147295","0.363678","0.00112646","0.16127","0.00971577","2.24E-05","0.008286"
"39.2375","0.0683468","0.310323","0.0394717","0.00361497","0.0489988","0.00146474","0.365005","0.0011311","0.161644","0.00975307","2.18E-05","0.00824986"
"39.42","0.0676883","0.309847","0.0392018","0.00359304","0.0487414","0.00145651","0.366322","0.00113571","0.162015","0.00979015","2.11E-05","0.00821392"
"39.6025","0.067037","0.309376","0.0389326","0.00357111","0.0484835","0.00144827","0.367629","0.0011403","0.162384","0.00982701","2.05E-05","0.00817817"
"39.785","0.0663928","0.308911","0.0386641","0.00354918","0.0482249","0.00144002","0.368925","0.00114486","0.162749","0.00986365","1.99E-05","0.0081426"
"39.9675","0.0657557","0.308452","0.0383964","0.00352726","0.0479658","0.00143176","0.370211","0.0011494","0.163112","0.00990008","1.93E-05","0.00810723"
"40.15","0.0651256","0.307999","0.0381295","0.00350536","0.0477063","0.00142349","0.371486","0.00115391","0.163471","0.00993628","1.88E-05","0.00807204"
"40.3325","0.0645023","0.307552","0.0378634","0.00348347","0.0474463","0.00141522","0.372751","0.00115839","0.163828","0.00997226","1.83E-05","0.00803705"
"40.515","0.0638859","0.307111","0.0375982","0.00346159","0.047186","0.00140693","0.374006","0.00116285","0.164183","0.010008","1.78E-05","0.00800224"
"40.6975","0.0632762","0.306675","0.0373338","0.00343974","0.0469252","0.00139865","0.37525","0.00116728","0.164535","0.0100436","1.73E-05","0.00796763"
"40.88","0.0626731","0.306246","0.0370704","0.0034179","0.0466642","0.00139035","0.376484","0.00117168","0.164884","0.0100789","1.68E-05","0.00793321"
"41.0625","0.0620766","0.305822","0.0368078","0.0033961","0.0464028","0.00138206","0.377707","0.00117606","0.16523","0.010114","1.64E-05","0.00789898"
"41.245","0.0614866","0.305404","0.0365462","0.00337431","0.0461412","0.00137376","0.37892","0.00118041","0.165574","0.0101489","1.60E-05","0.00786494"
"41.4275","0.060903","0.304991","0.0362855","0.00335256","0.0458794","0.00136547","0.380123","0.00118473","0.165916","0.0101836","1.56E-05","0.00783109"
"41.61","0.0603257","0.304585","0.0360257","0.00333085","0.0456175","0.00135717","0.381316","0.00118903","0.166255","0.010218","1.52E-05","0.00779743"
"41.7925","0.0597547","0.304184","0.035767","0.00330916","0.0453554","0.00134887","0.382498","0.0011933","0.166591","0.0102522","1.49E-05","0.00776396"
"41.975","0.0591899","0.303788","0.0355093","0.00328752","0.0450932","0.00134058","0.383669","0.00119755","0.166925","0.0102863","1.45E-05","0.00773069"
"42.1575","0.0586312","0.303399","0.0352526","0.00326591","0.0448309","0.00133229","0.384831","0.00120177","0.167257","0.0103201","1.42E-05","0.0076976"
"42.34","0.0580786","0.303015","0.0349969","0.00324435","0.0445686","0.00132401","0.385982","0.00120596","0.167586","0.0103536","1.39E-05","0.0076647"
"42.5225","0.0575319","0.302637","0.0347423","0.00322283","0.0443062","0.00131573","0.387122","0.00121013","0.167913","0.010387","1.36E-05","0.007632"
"42.705","0.0569911","0.302264","0.0344888","0.00320135","0.044044","0.00130746","0.388253","0.00121427","0.168237","0.0104201","1.33E-05","0.00759949"
"42.8875","0.0564561","0.301897","0.0342363","0.00317993","0.0437817","0.0012992","0.389373","0.00121838","0.168559","0.0104531","1.30E-05","0.00756716"
"43.07","0.055927","0.301536","0.033985","0.00315855","0.0435196","0.00129095","0.390483","0.00122247","0.168879","0.0104858","1.28E-05","0.00753503"
"43.2525","0.0554035","0.30118","0.0337348","0.00313723","0.0432576","0.00128271","0.391582","0.00122654","0.169196","0.0105183","1.25E-05","0.00750308"
"43.435","0.0548856","0.30083","0.0334857","0.00311597","0.0429958","0.00127448","0.392672","0.00123057","0.169512","0.0105506","1.23E-05","0.00747133"
"43.6175","0.0543733","0.300485","0.0332377","0.00309476","0.0427341","0.00126626","0.393751","0.00123458","0.169825","0.0105827","1.21E-05","0.00743976"
"43.8","0.0538664","0.300146","0.032991","0.00307361","0.0424727","0.00125805","0.39482","0.00123857","0.170136","0.0106145","1.19E-05","0.00740838"
"43.9825","0.053365","0.299812","0.0327454","0.00305252","0.0422115","0.00124986","0.395878","0.00124253","0.170444","0.0106462","1.17E-05","0.00737719"
"44.165","0.052869","0.299484","0.0325009","0.00303149","0.0419506","0.00124168","0.396927","0.00124646","0.170751","0.0106776","1.15E-05","0.00734619"
"44.3475","0.0523783","0.299161","0.0322577","0.00301052","0.04169","0.00123352","0.397965","0.00125036","0.171055","0.0107088","1.13E-05","0.00731538"
"44.53","0.0518928","0.298843","0.0320157","0.00298962","0.0414297","0.00122537","0.398993","0.00125425","0.171357","0.0107398","1.11E-05","0.00728475"
"44.7125","0.0514125","0.298531","0.0317749","0.00296879","0.0411698","0.00121724","0.400011","0.0012581","0.171657","0.0107706","1.10E-05","0.0072543"
"44.895","0.0509372","0.298224","0.0315353","0.00294803","0.0409103","0.00120913","0.401019","0.00126193","0.171956","0.0108012","1.08E-05","0.00722405"
"45.0775","0.0504671","0.297923","0.031297","0.00292734","0.0406512","0.00120104","0.402017","0.00126573","0.172252","0.0108316","1.07E-05","0.00719398"
"45.26","0.0500019","0.297626","0.0310599","0.00290672","0.0403925","0.00119296","0.403005","0.00126951","0.172546","0.0108618","1.05E-05","0.00716409"
"45.4425","0.0495417","0.297335","0.030824","0.00288618","0.0401344","0.00118491","0.403983","0.00127326","0.172838","0.0108918","1.04E-05","0.00713439"
"45.625","0.0490863","0.29705","0.0305895","0.00286571","0.0398766","0.00117688","0.404951","0.00127699","0.173128","0.0109215","1.03E-05","0.00710487"
"45.8075","0.0486358","0.296769","0.0303561","0.00284532","0.0396195","0.00116887","0.40591","0.00128069","0.173416","0.0109511","1.01E-05","0.00707554"
"45.99","0.04819","0.296494","0.0301241","0.002825","0.0393628","0.00116088","0.406858","0.00128437","0.173702","0.0109804","1.00E-05","0.00704638"
"46.1725","0.0477489","0.296224","0.0298934","0.00280477","0.0391067","0.00115292","0.407796","0.00128802","0.173987","0.0110096","9.91E-06","0.00701741"
"46.355","0.0473124","0.295959","0.0296639","0.00278462","0.0388512","0.00114498","0.408724","0.00129165","0.174269","0.0110385","9.81E-06","0.00698862"
"46.5375","0.0468806","0.295699","0.0294358","0.00276455","0.0385963","0.00113706","0.409643","0.00129525","0.17455","0.0110672","9.71E-06","0.00696002"
"46.72","0.0464533","0.295444","0.0292089","0.00274456","0.0383421","0.00112917","0.410552","0.00129882","0.174829","0.0110958","9.61E-06","0.00693159"
"46.9025","0.0460305","0.295194","0.0289834","0.00272465","0.0380885","0.00112131","0.411451","0.00130237","0.175106","0.0111241","9.52E-06","0.00690334"
"47.085","0.0456121","0.294949","0.0287592","0.00270484","0.0378356","0.00111347","0.41234","0.0013059","0.175381","0.0111522","9.44E-06","0.00687527"
"47.2675","0.045198","0.294709","0.0285363","0.00268511","0.0375833","0.00110566","0.41322","0.0013094","0.175654","0.0111802","9.36E-06","0.00684737"
"47.45","0.0447883","0.294474","0.0283147","0.00266546","0.0373318","0.00109787","0.41409","0.00131288","0.175926","0.0112079","9.28E-06","0.00681966"
"47.6325","0.0443829","0.294244","0.0280944","0.00264591","0.037081","0.00109012","0.41495","0.00131633","0.176196","0.0112354","9.21E-06","0.00679212"
"47.815","0.0439817","0.294019","0.0278755","0.00262644","0.036831","0.00108239","0.415801","0.00131976","0.176464","0.0112628","9.14E-06","0.00676475"
"47.9975","0.0435847","0.293799","0.0276579","0.00260707","0.0365817","0.00107469","0.416642","0.00132316","0.176731","0.0112899","9.07E-06","0.00673756"
"48.18","0.0431918","0.293583","0.0274417","0.00258779","0.0363332","0.00106703","0.417474","0.00132654","0.176996","0.0113168","9.01E-06","0.00671055"
"48.3625","0.042803","0.293373","0.0272268","0.0025686","0.0360855","0.00105939","0.418296","0.0013299","0.177259","0.0113436","8.95E-06","0.0066837"
"48.545","0.0424182","0.293167","0.0270132","0.0025495","0.0358387","0.00105178","0.419109","0.00133323","0.17752","0.0113702","8.90E-06","0.00665703"
"48.7275","0.0420374","0.292966","0.026801","0.0025305","0.0355927","0.00104421","0.419913","0.00133653","0.17778","0.0113965","8.84E-06","0.00663054"
"48.91","0.0416605","0.292769","0.0265901","0.0025116","0.0353475","0.00103666","0.420707","0.00133982","0.178039","0.0114227","8.79E-06","0.00660421"
"49.0925","0.0412875","0.292578","0.0263806","0.00249279","0.0351032","0.00102915","0.421492","0.00134308","0.178295","0.0114487","8.74E-06","0.00657805"
"49.275","0.0409184","0.29239","0.0261724","0.00247407","0.0348599","0.00102167","0.422268","0.00134631","0.178551","0.0114745","8.70E-06","0.00655207"
"49.4575","0.0405531","0.292208","0.0259656","0.00245545","0.0346174","0.00101422","0.423034","0.00134952","0.178804","0.0115001","8.66E-06","0.00652625"
"49.64","0.0401915","0.29203","0.0257601","0.00243694","0.0343758","0.00100681","0.423791","0.00135271","0.179056","0.0115255","8.62E-06","0.0065006"
"49.8225","0.0398336","0.291857","0.025556","0.00241851","0.0341352","0.00099943","0.424539","0.00135588","0.179307","0.0115507","8.58E-06","0.00647511"
"50.005","0.0394794","0.291688","0.0253532","0.00240019","0.0338955","0.000992085","0.425278","0.00135902","0.179556","0.0115757","8.54E-06","0.00644979"
"50.1875","0.0391288","0.291523","0.0251518","0.00238197","0.0336567","0.000984773","0.426008","0.00136214","0.179804","0.0116006","8.51E-06","0.00642464"
"50.37","0.0387817","0.291363","0.0249517","0.00236385","0.033419","0.000977497","0.426729","0.00136523","0.18005","0.0116252","8.48E-06","0.00639965"
"50.5525","0.0384383","0.291208","0.024753","0.00234583","0.0331822","0.000970255","0.427441","0.0013683","0.180295","0.0116497","8.45E-06","0.00637482"
"50.735","0.0380983","0.291057","0.0245556","0.00232791","0.0329464","0.000963049","0.428144","0.00137135","0.180538","0.011674","8.42E-06","0.00635016"
"50.9175","0.0377617","0.29091","0.0243596","0.00231009","0.0327117","0.000955878","0.428838","0.00137438","0.18078","0.0116981","8.39E-06","0.00632566"
"51.1","0.0374286","0.290767","0.0241649","0.00229237","0.0324779","0.000948744","0.429524","0.00137738","0.181021","0.0117221","8.37E-06","0.00630132"
"51.2825","0.0370989","0.290629","0.0239716","0.00227476","0.0322452","0.000941645","0.4302","0.00138037","0.18126","0.0117458","8.35E-06","0.00627714"
"51.465","0.0367725","0.290495","0.0237796","0.00225725","0.0320135","0.000934583","0.430868","0.00138333","0.181497","0.0117694","8.33E-06","0.00625312"
"51.6475","0.0364494","0.290366","0.0235889","0.00223984","0.0317829","0.000927558","0.431527","0.00138626","0.181734","0.0117928","8.31E-06","0.00622925"
"51.83","0.0361295","0.29024","0.0233996","0.00222253","0.0315534","0.00092057","0.432177","0.00138918","0.181969","0.011816","8.29E-06","0.00620555"
"52.0125","0.0358129","0.290119","0.0232116","0.00220533","0.0313249","0.000913619","0.432819","0.00139207","0.182203","0.0118391","8.27E-06","0.006182"
"52.195","0.0354995","0.290002","0.023025","0.00218824","0.0310975","0.000906705","0.433453","0.00139494","0.182435","0.011862","8.26E-06","0.0061586"
"52.3775","0.0351892","0.289889","0.0228397","0.00217124","0.0308711","0.000899829","0.434078","0.00139779","0.182666","0.0118847","8.24E-06","0.00613536"
"52.56","0.034882","0.28978","0.0226557","0.00215435","0.0306459","0.000892991","0.434694","0.00140062","0.182896","0.0119072","8.23E-06","0.00611228"
"52.7425","0.0345779","0.289675","0.022473","0.00213757","0.0304218","0.000886191","0.435302","0.00140343","0.183125","0.0119296","8.22E-06","0.00608934"
"52.925","0.0342768","0.289574","0.0222917","0.00212089","0.0301988","0.000879429","0.435901","0.00140621","0.183352","0.0119517","8.21E-06","0.00606656"
"53.1075","0.0339788","0.289477","0.0221117","0.00210431","0.0299769","0.000872705","0.436493","0.00140897","0.183578","0.0119738","8.20E-06","0.00604393"
"53.29","0.0336837","0.289384","0.021933","0.00208784","0.0297562","0.00086602","0.437076","0.00141172","0.183803","0.0119956","8.19E-06","0.00602145"
"53.4725","0.0333915","0.289295","0.0217556","0.00207147","0.0295365","0.000859373","0.437651","0.00141444","0.184027","0.0120173","8.18E-06","0.00599912"
